ID	TumorCurrentSmoker	NormalCurrentSmoker	TumorFormerSmoker	NormalFormerSmoker	TumorNeverSmoker	NormalNeverSmoker
ARPC5L	1724.79814886956	1490.1248028593	1659.86673832222	1397.06322019939	1963.79164986765	1341.47515124836
ARPIN	101.908212138263	116.352830286552	141.372092156636	117.302704047619	135.44195298532	110.635155464356
ARPP19	1302.98131122026	1342.03869450843	1369.7277283662	1310.19115500773	1046.60290537284	1387.42480987496
ARPP21	22.7477126746835	30.3977537437807	24.2117055015192	21.9503036761447	18.763669487992	20.7723272375036
ARR3	179.227198468986	187.851010728298	202.027962316628	212.407801863599	165.792324348072	176.424406322743
ARRB1	340.192659990431	866.575687686231	404.14615104162	1009.73337047112	412.762483828795	1126.59962496011
ARRB2	378.922915147132	646.765302935112	416.925619484677	672.091947631755	367.455270084322	586.147552916776
ARSA	313.64785033	332.149874144902	388.126488373548	338.780093981231	428.679003541586	272.667022244721
ARSB	155.38212263942	173.022285875302	147.203754117928	139.497491134003	155.318398806736	138.835717857031
ARSD	26.9382216199762	26.4263780863271	42.9915398625126	31.5423287810852	67.7794964092036	32.3010170084657
ARSE	301.056075666878	215.933937435172	361.287203939297	228.993375137212	534.170865218977	214.327952567374
ARSF	103.276684197754	148.358433902956	121.627113690998	113.925738294114	105.30477333623	90.6283210836818
ARSJ	151.797384362644	161.983234068833	154.989527831917	152.878526714689	197.690643952686	141.403104452897
ART1	266.110175495867	261.659700089285	289.969080038194	266.391307938139	271.923737720151	241.089681239497
ART3	99.2974035508653	113.701173262123	96.8373905944331	101.186248946358	86.313779369516	83.5173419422601
ART4	66.3596435299258	123.696054102628	85.7931862665803	128.324891711761	93.1286494255262	127.937105807621
ARTN	85.9730804741772	60.7544634900147	88.9667927004319	65.0129402949394	73.8099932573253	58.1909880693251
ARVCF	71.7744968720552	56.1093011781055	94.4208089354238	64.0146940792886	72.409711322746	71.8264127391069
ASAH1	2478.84943393994	3709.28792320793	2731.78451067634	3286.45843568347	3037.43612910881	3314.03087352516
ASAP1	449.969491602137	552.618284995238	496.845326272251	423.0363968227	394.371581513565	501.362776598294
ASAP1-IT1	186.509470038295	250.947705853501	204.922532197837	243.386973136175	160.264174950096	180.725402856647
ASAP2	468.965217432624	609.019542259902	560.604143386916	663.921056637263	476.723273102285	703.756265453573
ASAP3	186.190443313287	264.880520628093	199.279376471109	307.331305891614	219.307092145032	331.834409525834
ASB1	293.452742453479	312.821840112654	320.287999509777	338.050429282463	270.684249168127	343.873571235611
ASB13	430.147572263773	419.050015703125	441.870299363568	390.006072360999	426.110537648536	380.882987390685
ASB4	28.8466142727099	38.5741411477508	26.9150852044499	31.442830451101	27.7972356604588	27.8737860330488
ASB6	110.842356130517	99.5375528037886	68.9575591956536	86.8048122660206	116.320438279791	107.495054805278
ASB7	46.4917456846293	35.111239470906	43.437262440011	45.0289556157842	42.0212955454042	35.3343632329573
ASB8	167.311461887582	176.641938619813	190.690431443162	199.027177633748	187.640622397263	201.278352637763
ASB9	194.909182213083	196.782730260112	198.556555687348	218.470992309491	205.067576609082	211.795284883323
ASCC1	501.010338107269	463.977331482373	546.760042498092	470.054552325224	480.647703860873	390.44518921523
ASCC2	205.149720214917	183.677236465931	212.177751368842	197.884635891775	341.207251592731	213.608445270607
ASCC3	739.865984298357	438.457126241147	585.84797592083	390.830935105955	633.258953797234	381.277640091848
ASCL1	405.896905733216	93.6180445150946	491.599352661988	67.2312508448992	68.1344663413587	57.3234047465484
